book_title,book_authors,book_format,book_isbn,book_pages,book_rating,book_rating_count
"The Complete Sherlock Holmes, Vol 1",Arthur Conan Doyle,Paperback,978315741423,1796 ,4.5,137570
Heidi,Johanna Spyri|Beverly Cleary|Angelo  Rinaldi,Paperback,978315741424,352 ,3.98,161155
Foundation,Isaac Asimov,Hardcover,978315741425,244 ,4.15,339489
"Are You There God? It's Me, Margaret",Judy Blume,Hardcover,978315741426,149 ,3.89,170908
Walden,Henry David Thoreau,Paperback,978315741427,352 ,3.8,132396
The Awakening,Kate Chopin,Paperback,978315741428,195 ,3.64,152375
The Time Machine,H.G. Wells|Greg Bear|Carlo Pagetti,Paperback,978315741429,118 ,3.88,342354
The Secret History,Donna Tartt,Paperback,978315741430,559 ,4.09,223470
Sophie's Choice,William Styron,Paperback,978315741431,562 ,4.18,75509
City of Lost Souls,Cassandra Clare,Hardcover,978315741432,534 ,4.29,361537
Sophie's World,Jostein Gaarder|مهرداد بازیاری|Paulette Møller,Paperback,978315741433,403 ,3.9,160712
Norwegian Wood,Haruki Murakami|Jay Rubin,Paperback,978315741434,296 ,4.03,256766
The Prince of Tides,Pat Conroy,Paperback,978315741435,679 ,4.23,176384
The Monster at the End of this Book,Jon Stone|Michael J. Smollin,Hardcover,978315741436,32 ,4.44,112952
Dead Until Dark,Charlaine Harris,Mass Market Paperback,978315741437,292 ,3.96,466112
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,Hardcover,978315741438,416 ,4.27,240892
Fifty Shades Darker,E.L. James,Paperback,978315741439,532 ,3.86,659806
Kafka on the Shore,Haruki Murakami|Philip Gabriel,Paperback,978315741440,480 ,4.13,230516
Bridget Jones's Diary,Helen Fielding,Paperback,978315741441,288 ,3.76,815063
The Wise Man's Fear,Patrick Rothfuss,Hardcover,978315741442,994 ,4.58,332659
Franny and Zooey,J.D. Salinger,Paperback,978315741443,201 ,3.98,171399
The Power of One,Bryce Courtenay,Paperback,978315741444,544 ,4.34,68167
Fangirl,Rainbow Rowell,Kindle Edition,978315741445,481 ,4.1,452401
Things Fall Apart,Chinua Achebe,Paperback,978315741446,209 ,3.63,239551
The Son of Neptune,Rick Riordan,Hardcover,978315741447,521 ,4.44,351022
Middlemarch,George Eliot|Michel Faber,Paperback,978315741448,904 ,3.94,119910
The Diary of a Young Girl,Anne Frank|Eleanor Roosevelt|B.M. Mooyaart-Doubleday,Mass Market Paperback,978315741449,304 ,4.12,2287017
The Magician's Nephew,C.S. Lewis,Paperback,978315741450,221 ,4.02,336394
Gone Girl,Gillian Flynn,Paperback,978315741451,415 ,4.05,1849590
Stardust,Neil Gaiman,Paperback,978315741452,248 ,4.08,301611
A Short History of Nearly Everything,Bill Bryson,Paperback,978315741453,544 ,4.2,233964
Never Let Me Go,Kazuo Ishiguro,Paperback,978315741454,288 ,3.81,377339
Mrs. Dalloway,Virginia Woolf|Maureen Howard,Hardcover,978315741455,194 ,3.79,185436
A Time to Kill,John Grisham,Paperback,978315741456,515 ,4.05,645753
Bel Canto,Ann Patchett,Paperback,978315741457,352 ,3.93,216410
Gulliver's Travels,Jonathan Swift|Robert DeMaria Jr.,Paperback,978315741458,306 ,3.56,203832
The Complete Novels,Jane Austen,Paperback,978315741459,1344 ,4.55,23600
Cold Mountain,Charles Frazier,Paperback,978315741460,356 ,3.84,202564
Fifty Shades Freed,E.L. James,Paperback,978315741461,579 ,3.87,640941
The Art of Racing in the Rain,Garth Stein,Hardcover,978315741462,321 ,4.2,387660
If I Stay,Gayle Forman,Hardcover,978315741463,201 ,3.95,632669
Love You Forever,Robert Munsch|Sheila McGraw,Paperback,978315741464,32 ,4.35,178155
Number the Stars,Lois Lowry,Paperback,978315741465,137 ,4.13,374645
Legend,Marie Lu,Hardcover,978315741466,305 ,4.18,359291
Black Beauty,Anna Sewell,Paperback,978315741467,245 ,3.95,209977
The Hound of the Baskervilles,Arthur Conan Doyle|Anne Perry|Maria Buitoni Duca|Sidney Paget,Mass Market Paperback,978315741468,256 ,4.1,201692
Blood River: A Journey to Africa's Broken Heart,Tim Butcher,Paperback,978315741469,363 ,4.05,6353
Qurʾan / القرآن الكريم,Anonymous,Hardcover,978315741470,604 ,4.34,49372
Allegiant,Veronica Roth,Hardcover,978315741471,526 ,3.63,720498
The Witches,Roald Dahl|Quentin Blake,Paperback,978315741472,208 ,4.17,262028
A Portrait of the Artist as a Young Man,James Joyce|Seamus Deane,Paperback,978315741473,329 ,3.61,111496
Eleanor & Park,Rainbow Rowell,Hardcover,978315741474,328 ,4.09,693600
V for Vendetta,Alan Moore|David   Lloyd,Hardcover,978315741475,296 ,4.25,232185
Eldest,Christopher Paolini,Paperback,978315741476,704 ,3.97,296904
The Mark of Athena,Rick Riordan,Hardcover,978315741477,586 ,4.46,378163
The Gunslinger,Stephen King,Paperback,978315741478,231 ,3.97,434057
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,Mass Market Paperback,978315741479,448 ,4.16,201720
White Fang,Jack London,Paperback,978315741480,252 ,3.96,126395
Do Androids Dream of Electric Sheep?,Philip K. Dick|Roger Zelazny,Paperback,978315741481,244 ,4.08,278632
Beautiful Creatures,Kami Garcia|Margaret Stohl,Hardcover,978315741482,563 ,3.76,493036
Dark Lover,J.R. Ward,Mass Market Paperback,978315741483,393 ,4.21,257408
A Separate Peace,John Knowles,Paperback,978315741484,208 ,3.56,173407
Beowulf,Unknown|Seamus Heaney|Francis Barton Gummere,Paperback,978315741485,213 ,3.42,199289
The Graveyard Book,Neil Gaiman|Dave McKean|Nīls Geimens,Hardcover,978315741486,307 ,4.12,369289
Go Ask Alice,Beatrice Sparks|Anonymous,Paperback,978315741487,213 ,3.76,216109
As I Lay Dying,William Faulkner,Paperback,978315741488,288 ,3.72,120354
Mansfield Park,Jane Austen,Paperback,978315741489,560 ,3.85,249999
The Amazing Adventures of Kavalier & Clay,Michael Chabon,Paperback,978315741490,639 ,4.17,168304
Dear John,Nicholas Sparks,Hardcover,978315741491,276 ,4.02,490385
Tuck Everlasting,Natalie Babbitt,Paperback,978315741492,139 ,3.86,197728
"A Child Called ""It""",Dave Pelzer,Paperback,978315741493,184 ,4.09,338476
Brisingr,Christopher Paolini,Hardcover,978315741494,748 ,4.04,249196
Crescendo,Becca Fitzpatrick,Hardcover,978315741495,432 ,4.06,248313
My Ántonia,Willa Cather,Paperback,978315741496,232 ,3.77,108734
Mockingjay,Suzanne Collins,Hardcover,978315741497,392 ,4.03,2010302
The Last Song,Nicholas Sparks,Hardcover,978315741498,390 ,4.14,469911
The English Patient,Michael Ondaatje,Hardcover,978315741499,320 ,3.88,99743
The Complete Maus,Art Spiegelman,Paperback,978315741500,296 ,4.54,100516
Obsidian,Jennifer L. Armentrout,Paperback,978315741501,335 ,4.22,194189
Midnight's Children,Salman Rushdie,Paperback,978315741502,647 ,3.99,91863
The Firm,Robin A.H. Waterfield|John Grisham,Paperback,978315741503,432 ,4,513902
Stargirl,Jerry Spinelli,Paperback,978315741504,186 ,3.75,264416
The Martian Chronicles,Ray Bradbury,Paperback,978315741505,182 ,4.13,176276
Tao Te Ching,Lao Tzu|Gia-Fu Feng|Jane English|Toinette Lippe|Jacob Needleman,Paperback,978315741506,160 ,4.31,90998
The Eye of the World,Robert Jordan,Mass Market Paperback,978315741507,814 ,4.18,310815
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,Mass Market Paperback,978315741508,540 ,3.77,169988
Robinson Crusoe,Daniel Defoe|Gerald McCann|Virginia Woolf,Paperback,978315741509,320 ,3.66,215767
Doctor Zhivago,Boris Pasternak|Max Hayward|Manya Harari|John Bayley,Paperback,978315741510,592 ,4.03,70640
Like Water for Chocolate,Laura Esquivel|Thomas  Christensen|Carol Christensen,Paperback,978315741511,221 ,3.94,299605
Steppenwolf,Hermann Hesse|Basil Creighton,Paperback,978315741512,256 ,4.12,110266
Breakfast at Tiffany's,Truman Capote,Paperback,978315741513,142 ,3.89,183823
Me Before You,Jojo Moyes,Hardcover,978315741514,369 ,4.26,870671
The Amber Spyglass,Philip Pullman,Mass Market Paperback,978315741515,467 ,4.08,241398
Ready Player One,Ernest Cline,Hardcover,978315741516,374 ,4.29,644303
Salem's Lot,Stephen King,Paperback,978315741517,483 ,4,274373
Inferno,Dante Alighieri|Anthony M. Esolen,Paperback,978315741518,490 ,3.99,121029
Evermore,Alyson Noel,Paperback,978315741519,301 ,3.59,246633
The Hunchback of Notre-Dame,Victor Hugo|Walter J. Cobb,Paperback,978315741520,510 ,3.98,149229
Cloud Atlas,David Mitchell,Paperback,978315741521,509 ,4.02,187576
Shatter Me,Tahereh Mafi,Hardcover,978315741522,338 ,3.99,231339
The BFG,Roald Dahl|Quentin Blake,Paperback,978315741523,195 ,4.22,300757
A Fine Balance,Rohinton Mistry,Paperback,978315741524,603 ,4.35,111957
Dragonfly in Amber,Diana Gabaldon,Paperback,978315741525,743 ,4.32,238925
The Origin of Species,Charles Darwin|Sevim Belli,Hardcover,978315741526,703 ,3.98,82945
A Streetcar Named Desire,Tennessee Williams,Paperback,978315741527,107 ,3.98,238416
The Angel Experiment,James Patterson,Mass Market Paperback,978315741528,413 ,4.08,193950
Room,Emma Donoghue,Hardcover,978315741529,321 ,4.04,616593
Death of a Salesman,Arthur Miller,Hardcover,978315741530,117 ,3.5,158889
The Lord of the Rings,J.R.R. Tolkien|Bernd Lau,Paperback,978315741531,1216 ,4.48,479846
The Subtle Knife,Philip Pullman,Hardcover,978315741532,326 ,4.12,299723
Breakfast of Champions,Kurt Vonnegut,Paperback,978315741533,303 ,4.08,199934
The Final Empire,Brandon Sanderson,Hardcover,978315741534,541 ,4.44,286473
American Psycho,Bret Easton Ellis,Paperback,978315741535,399 ,3.82,197145
Snow Flower and the Secret Fan,Lisa See,Paperback,978315741536,269 ,4.06,312880
Midnight in the Garden of Good and Evil,John Berendt,Paperback,978315741537,386 ,3.91,191464
Faust: First Part,Johann Wolfgang von Goethe|Peter Salm,Paperback,978315741538,327 ,3.93,52728
The Shipping News,Annie Proulx,Paperback,978315741539,337 ,3.85,118692
Infinite Jest,David Foster Wallace,Paperback,978315741540,1088 ,4.31,63583
The Prince,Niccolò Machiavelli|Rufus Goodwin|Benjamin Martinez,Paperback,978315741541,140 ,3.79,207262
Anna and the French Kiss,Stephanie Perkins,Hardcover,978315741542,372 ,4.04,323994
Houdini Heart,Ki Longfellow,Paperback,978315741543,254 ,4.23,1821
The Way of Kings,Brandon Sanderson,Hardcover,978315741544,1007 ,4.65,208748
Daughter of Smoke & Bone,Laini Taylor,Hardcover,978315741545,422 ,4.03,262536
The Scarlet Pimpernel,Emmuska Orczy,Kindle Edition,978315741546,204 ,4.07,108876
Hopeless,Colleen Hoover,ebook,978315741547,410 ,4.32,230405
The Chosen,Chaim Potok,Paperback,978315741548,304 ,4.04,77499
High Fidelity,Nick Hornby,Kindle Edition,978315741549,340 ,3.94,158958
Flowers in the Attic,V.C. Andrews,Paperback,978315741550,389 ,3.8,134251
City of Heavenly Fire,Cassandra Clare,Hardcover,978315741551,725 ,4.47,234021
The Tales of Beedle the Bard,J.K. Rowling,Hardcover,978315741552,109 ,4.07,349987
The Plague,Albert Camus|Stuart Gilbert,Paperback,978315741553,308 ,3.98,124415
Matched,Ally Condie,Hardcover,978315741554,369 ,3.67,580605
Nineteen Minutes,Jodi Picoult,Hardcover,978315741555,440 ,4.11,272701
The Remains of the Day,Kazuo Ishiguro,Paperback,978315741556,258 ,4.11,155831
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Hardcover,978315741557,473 ,4.38,618349
The Reader,Bernhard Schlink|Carol Brown Janeway,Hardcover,978315741558,216 ,3.74,152333
Jonathan Strange & Mr Norrell,Susanna Clarke,Paperback,978315741559,1006 ,3.81,170252
Betrayed,P.C. Cast|Kristin Cast,Paperback,978315741560,310 ,3.92,219876
Wonder,R.J. Palacio|Raquel Jaramillo,Paperback,978315741561,410 ,4.45,539703
The Virgin Suicides,Jeffrey Eugenides,Paperback,978315741562,250 ,3.84,204404
A Feast for Crows,George R.R. Martin,Mass Market Paperback,978315741563,1061 ,4.12,531931
A Court of Mist and Fury,Sarah J. Maas,Kindle Edition,978315741564,626 ,4.69,196527
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,Paperback,978315741565,337 ,4.18,89801
Artemis Fowl,Eoin Colfer,Paperback,978315741566,316 ,3.83,430947
The Age of Innocence,Edith Wharton|Maureen Howard,Paperback,978315741567,332 ,3.94,124487
Untamed,P.C. Cast|Kristin Cast,Paperback,978315741568,338 ,3.95,203853
Harry Potter Series Box Set,J.K. Rowling|John Tiffany|Ien van Laanen|Yuko Matsuoka|Wiebe Buddingh'|Jack Thorne,Hardcover,978315741569,4100 ,4.74,221958
East of Eden,John Steinbeck,Paperback,978315741570,601 ,4.36,367472
Pippi Longstocking,Astrid Lindgren|Florence Lamborn|Louis S. Glanzman,Mass Market Paperback,978315741571,160 ,4.12,143312
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Hardcover,978315741572,352 ,3.9,801940
Neuromancer,William Gibson,Mass Market Paperback,978315741573,271 ,3.89,223594
The Martian,Andy Weir,Hardcover,978315741574,369 ,4.4,626229
Redeeming Love,Francine Rivers,Paperback,978315741575,464 ,4.49,176149
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson|Vladimir Nabokov|Mervyn Peake|Dan Chaon,Paperback,978315741576,144 ,3.8,300836
The Waste Land,T.S. Eliot|Michael North,Paperback,978315741577,320 ,4.1,35622
Shantaram,Gregory David Roberts,Paperback,978315741578,936 ,4.27,129050
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson|Tony Goldwyn,Audio Cassette,978315741579,447 ,3.99,410590
Lover Awakened,J.R. Ward,Mass Market Paperback,978315741580,448 ,4.45,149466
Northanger Abbey,Jane Austen|Alfred MacAdam,Paperback,978315741581,251 ,3.81,258583
The Pearl,John Steinbeck,Paperback,978315741582,96 ,3.44,162907
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,Paperback,978315741583,383 ,3.8,489375
The Lost Symbol,Dan Brown,Hardcover,978315741584,509 ,3.68,449599
Waiting for Godot,Samuel Beckett,Paperback,978315741585,109 ,3.82,132872
Chosen,P.C. Cast|Kristin Cast,Paperback,978315741586,307 ,3.91,209091
11/22/1963,Stephen King,Hardcover,978315741587,849 ,4.3,344956
Dubliners,James Joyce|Jeri Johnson,Paperback,978315741588,207 ,3.86,102072
The Jungle,Upton Sinclair|Earl Lee|Kathleen DeGrave,Paperback,978315741589,335 ,3.73,117050
Me Talk Pretty One Day,David Sedaris,Paperback,978315741590,272 ,3.98,553694
The Voyage of the Dawn Treader,C.S. Lewis|Pauline Baynes,Hardcover,978315741591,248 ,4.09,351259
Everything Is Illuminated,Jonathan Safran Foer,Paperback,978315741592,276 ,3.9,153381
Snow Falling on Cedars,David Guterson,Paperback,978315741593,460 ,3.82,150752
To the Lighthouse,Virginia Woolf,Paperback,978315741594,209 ,3.77,106918
The Twilight Collection,Stephenie Meyer,Hardcover,978315741595,1690 ,3.79,42990
"I, Claudius",Robert Graves,Paperback,978315741596,468 ,4.27,46415
A Room with a View,E.M. Forster,Paperback,978315741597,119 ,3.9,129910
The House of Hades,Rick Riordan,Hardcover,978315741598,597 ,4.55,205884
I Know Why the Caged Bird Sings,Maya Angelou,Paperback,978315741599,246 ,4.21,327703
A Dance with Dragons,George R.R. Martin,Kindle Edition,978315741600,1125 ,4.32,471716
"I, Robot",Isaac Asimov,Hardcover,978315741601,224 ,4.18,230529
Carrie,Stephen King,Paperback,978315741602,253 ,3.94,419560
Hamlet,William Shakespeare|Rex Gibson|Richard Andrews,Paperback,978315741603,289 ,4.01,628879
The Last Battle,C.S. Lewis,Paperback,978315741604,224 ,4.03,189340
Bloodlines,Richelle Mead,Hardcover,978315741605,421 ,4.21,155033
The Iron King,Julie Kagawa,Paperback,978315741606,363 ,3.91,172354
Bleak House,Charles Dickens|Nicola Bradbury|Hablot Knight Browne,Paperback,978315741607,1017 ,4,84678
The Exorcist,William Peter Blatty,Mass Market Paperback,978315741608,385 ,4.15,149864
The One,Kiera Cass,Hardcover,978315741609,323 ,4.21,281342
Voyager,Diana Gabaldon|Diana Gabaldon,Paperback,978315741610,870 ,4.39,213913
Torment,Lauren Kate,Hardcover,978315741611,452 ,3.88,193415
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,Paperback,978315741612,351 ,4,83539
Vanity Fair,William Makepeace Thackeray|John Carey,Paperback,978315741613,912 ,3.77,106063
The God Delusion,Richard Dawkins,Hardcover,978315741614,374 ,3.9,199148
The Republic,Plato|Desmond Lee,Paperback,978315741615,416 ,3.92,137348
Johnny Got His Gun,Dalton Trumbo,Paperback,978315741616,309 ,4.17,30284
The Complete Poems of Emily Dickinson,Emily Dickinson|Thomas H. Johnson,Paperback,978315741617,716 ,4.21,63997
The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare,Capa dura,978315741618,1520 ,4.57,61618
Crown of Midnight,Sarah J. Maas,Hardcover,978315741619,418 ,4.47,234848
Of Human Bondage,W. Somerset Maugham|Benjamin DeMott|Maeve Binchy,Paperback,978315741620,684 ,4.13,41730
Snow Crash,Neal Stephenson,Paperback,978315741621,438 ,4.03,205599
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson|David Oliver Relin,Paperback,978315741622,349 ,3.64,304854
A Great and Terrible Beauty,Libba Bray,Hardcover,978315741623,403 ,3.79,191061
North and South,Elizabeth Gaskell|Alan Shelston,Paperback,978315741624,521 ,4.13,123256
The Witching Hour,Anne Rice,Paperback,978315741625,1207 ,4.11,93673
Bared to You,Sylvia Day,Paperback,978315741626,334 ,4.19,412959
Perfect Chemistry,Simone Elkeles,Hardcover,978315741627,368 ,4.07,221592
Halfway to the Grave,Jeaniene Frost,Mass Market Paperback,978315741628,358 ,4.18,122234
Wizard's First Rule,Terry Goodkind,Paperback,978315741629,836 ,4.13,205152
The Host,Stephenie Meyer,Hardcover,978315741630,620 ,3.84,812483
"Cry, the Beloved Country",Alan Paton,Hardcover,978315741631,316 ,3.88,58364
Chocolat,Joanne Harris,Paperback,978315741632,306 ,3.95,99589
World War Z: An Oral History of the Zombie War,Max Brooks,Hardcover,978315741633,342 ,4.01,373617
The 5th Wave,Rick Yancey,Hardcover,978315741634,457 ,4.08,333706
The Summoning,Kelley Armstrong,Hardcover,978315741635,390 ,4.03,144511
Are You My Mother?,P.D. Eastman|Merwin Goldsmith|MARIAN HAILEY|Ron Marshall|Brendon Parry|Jim Thurman|Ray Messecar|Chris Campbell|Ron Nicodemus|Sharon Lerner|Phil Eastman,Paperback,978315741636,64 ,4.17,192438
Cannery Row,John Steinbeck,Paperback,978315741637,181 ,4.03,98398
The Woman in White,Wilkie Collins|Matthew Sweet,Paperback,978315741638,672 ,3.99,114119
The War of the Worlds,H.G. Wells|Arthur C. Clarke,Paperback,978315741639,192 ,3.81,202084
"You Are Special (Wemmicksville, #1)",Max Lucado,Hardcover,978315741640,32 ,4.45,45904
The Polar Express,Chris Van Allsburg|Liam Neeson,Hardcover,978315741641,32 ,4.3,192261
Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,Paperback,978315741642,266 ,3.98,71224
Just Listen,Sarah Dessen,Hardcover,978315741643,371 ,4.06,218902
The Unbecoming of Mara Dyer,Michelle Hodkin,Kindle Edition,978315741644,456 ,4.08,140061
Much Ado About Nothing,William Shakespeare|Barbara A. Mowat|Paul Werstine|Gail Kern Paster|Robert          Jackson,Mass Market Paperback,978315741645,246 ,4.06,196382
Acheron,Sherrilyn Kenyon,Hardcover,978315741646,728 ,4.59,50582
Silence,Becca Fitzpatrick,Hardcover,978315741647,448 ,4.14,222728
Unwind,Neal Shusterman,Hardcover,978315741648,335 ,4.18,168042
Sarah's Key,Tatiana de Rosnay,Hardcover,978315741649,294 ,4.15,371603
The Glass Menagerie,Tennessee Williams,Paperback,978315741650,104 ,3.68,99409
Dead to the World,Charlaine Harris,Mass Market Paperback,978315741651,291 ,4.14,226303
Lady Chatterley's Lover,D.H. Lawrence,Hardcover,978315741652,376 ,3.5,85066
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,Paperback,978315741653,194 ,4.11,57303
The Truth About Forever,Sarah Dessen,Paperback,978315741654,374 ,4.13,195239
Hunted,P.C. Cast|Kristin Cast,Hardcover,978315741655,323 ,3.93,152675
I Am Number Four,Pittacus Lore,Hardcover,978315741656,440 ,3.94,289651
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,Paperback,978315741657,368 ,4.13,325311
War and Peace,Leo Tolstoy|Henry Gifford|Aylmer Maude|Louise Maude,Paperback,978315741658,1392 ,4.1,224452
Nine Stories,J.D. Salinger,Paperback,978315741659,198 ,4.19,120991
The Last Lecture,Randy Pausch|Jeffrey Zaslow,Hardcover,978315741660,206 ,4.26,268900
